address,categories/0,categoryName,cid,city,countryCode,isAdvertisement,locatedIn,location/lat,location/lng,neighborhood,permanentlyClosed,phone,placeId,plusCode,postalCode,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,title,totalScore,url,website
"Shell Hammersmith, 372 Goldhawk Rd, Chiswick, London W6 0XF, United Kingdom",Shipping and mailing service,Shipping and mailing service,2.27E+17,London,GB,FALSE,,51.495853,-0.244702,"Shell Hammersmith, 372 Goldhawk Rd",FALSE,,ChIJZVsca6wPdkgRQwNr0Be1JQM,"FQW4+84 London, United Kingdom",W6 0XF,2022-06-15T19:25:42.942Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Shell Hammersmith, 372 Goldhawk Rd",,FALSE,Amazon Hub Locker - ily,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+ily/@51.495853,-0.244702,17z/data=!3m1!4b1!4m5!3m4!1s0x48760fac6b1c5b65:0x325b517d06b0343!8m2!3d51.495853!4d-0.244702?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=37868182&ref_=hubm_gb_gm_lkr_37868182
"Residence Inn, 181-183 Warwick Rd, London W14 8PU, United Kingdom",Shipping and mailing service,Shipping and mailing service,7.46E+18,London,GB,FALSE,,51.4936873,-0.2020314,"Residence Inn, 181-183 Warwick Rd",FALSE,,ChIJPy8aM9YPdkgR46HHL5E-lmc,"FQVX+F5 London, United Kingdom",W14 8PU,2022-06-15T19:25:44.750Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Residence Inn, 181-183 Warwick Rd",,FALSE,Amazon Hub Locker - cilla,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+cilla/@51.4936873,-0.2020314,17z/data=!3m1!4b1!4m5!3m4!1s0x48760fd6331a2f3f:0x67963e912fc7a1e3!8m2!3d51.4936873!4d-0.2020314?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=43515882&ref_=hubm_gb_gm_lkr_43515882
"The Oaks Shopping Centre, Churchfield Rd, London W3 6GW, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.53E+19,London,GB,FALSE,The Oaks Shopping Centre,51.50759,-0.269958,"The Oaks Shopping Centre, Churchfield Rd",FALSE,,ChIJefqi9WsPdkgRaSvV9flxBNQ,"GP5J+22 London, United Kingdom",W3 6GW,2022-06-15T19:25:47.846Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"The Oaks Shopping Centre, Churchfield Rd",,FALSE,Amazon Hub Locker - dixi,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+dixi/@51.50759,-0.269958,17z/data=!3m1!4b1!4m5!3m4!1s0x48760f6bf5a2fa79:0xd40471f9f5d52b69!8m2!3d51.50759!4d-0.269958?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=37550932&ref_=hubm_gb_gm_lkr_37550932
"Shell, 59 Plough Ln, London SW17 0BW, United Kingdom",Shipping and mailing service,Shipping and mailing service,5.47E+18,London,GB,FALSE,,51.430003,-0.185872,"Shell, 59 Plough Ln",FALSE,,ChIJEbzY63gHdkgRhRaHsl6T7ks,"CRJ7+2M London, United Kingdom",SW17 0BW,2022-06-15T19:25:47.939Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Shell, 59 Plough Ln",,FALSE,Amazon Hub Locker - puzzle,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+puzzle/@51.430003,-0.185872,17z/data=!3m1!4b1!4m5!3m4!1s0x48760778ebd8bc11:0x4bee935eb2871685!8m2!3d51.430003!4d-0.185872?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=3056061&ref_=hubm_gb_gm_lkr_3056061
"Located in The Co-operative, 73-75 Upper Richmond Rd SW15 2SR, United Kingdom",Shipping and mailing service,Shipping and mailing service,6.99E+18,London,GB,FALSE,,51.458952,-0.209947,"Located in The Co-operative, 73-75 Upper Richmond Rd",FALSE,,ChIJkSNVwE0PdkgROve0IYTJD2E,"FQ5R+H2 London, United Kingdom",SW15 2SR,2022-06-15T19:25:50.248Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Located in The Co-operative, 73-75 Upper Richmond Rd",,FALSE,Amazon Hub Locker - Banjo,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Banjo/@51.458952,-0.209947,17z/data=!3m1!4b1!4m5!3m4!1s0x48760f4dc0552391:0x610fc98421b4f73a!8m2!3d51.458952!4d-0.209947?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=842231&ref_=hubm_gb_gm_lkr_842231
"Applegreen, 238 Kennington Ln, London SE11 5RD, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.66E+19,London,GB,FALSE,,51.4869995,-0.1158962,"Applegreen, 238 Kennington Ln",FALSE,,ChIJ_bxlpaEFdkgR7xNQ_uZYweU,"FVPM+QJ London, United Kingdom",SE11 5RD,2022-06-15T19:25:44.750Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Applegreen, 238 Kennington Ln",,FALSE,Amazon Hub Locker - lyssa,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+lyssa/@51.4869995,-0.1158962,17z/data=!3m1!4b1!4m5!3m4!1s0x487605a1a565bcfd:0xe5c158e6fe5013ef!8m2!3d51.4869995!4d-0.1158962?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=22027712&ref_=hubm_gb_gm_lkr_22027712
"Library, Located in, 6 Wood Ln, London W12 7BF, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.52E+19,London,GB,FALSE,,51.5065,-0.224,"Library, Located in, 6 Wood Ln",FALSE,,ChIJJx54kbMPdkgR49QfjfuVM9M,"GQ4G+HC London, United Kingdom",W12 7BF,2022-06-15T19:25:52.955Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Library, Located in, 6 Wood Ln",,FALSE,Amazon Hub Locker - Kronus,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Kronus/@51.5065,-0.224,17z/data=!3m1!4b1!4m5!3m4!1s0x48760fb391781e27:0xd33395fb8d1fd4e3!8m2!3d51.5065!4d-0.224?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=255111&ref_=hubm_gb_gm_lkr_255111
"Shell Acton Vale, 30 The Vale, London W3 7RS, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.05E+19,London,GB,FALSE,Shell,51.506893,-0.249263,"Shell Acton Vale, 30 The Vale",FALSE,,ChIJFdgtqCUOdkgR-ayX7qiVKZI,"GQ42+Q7 London, United Kingdom",W3 7RS,2022-06-15T19:25:53.152Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Shell Acton Vale, 30 The Vale",,FALSE,Amazon Hub Locker - Gareth,5,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Gareth/@51.506893,-0.249263,17z/data=!3m1!4b1!4m5!3m4!1s0x48760e25a82dd815:0x922995a8ee97acf9!8m2!3d51.506893!4d-0.249263?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=2862971&ref_=hubm_gb_gm_lkr_2862971
"Lower Richmond Rd., London TW9 4LT, United Kingdom",Shipping and mailing service,Shipping and mailing service,2.33E+18,London,GB,FALSE,Sainsbury's,51.46672,-0.28596,Lower Richmond Rd.,FALSE,+44 330 335 0950,ChIJYQQ0ZWMNdkgRQkq6xSDFYSA,"FP87+MJ London, United Kingdom",TW9 4LT,2022-06-15T19:26:00.355Z,"https://www.google.com/maps/search/InPost+locker+in+london/@51.5061712,-0.2324816,12z?hl=en",,,Lower Richmond Rd.,,FALSE,InPost Locker - Sainsbury's Richmond,5,"https://www.google.com/maps/place/InPost+Locker+-+Sainsbury's+Richmond/@51.46672,-0.28596,17z/data=!3m1!4b1!4m5!3m4!1s0x48760d6365340461:0x2061c520c5ba4a42!8m2!3d51.46672!4d-0.28596?hl=en",https://www.inpost.co.uk/
"Arena Shopping Park, Homebase London Haringey Haringey, Green Lanes, London N4 1DT, United Kingdom",Shipping and mailing service,Shipping and mailing service,7.33E+18,London,GB,FALSE,,51.5757,-0.097886,"Arena Shopping Park, Homebase London Haringey Haringey, Green Lanes",FALSE,,ChIJDV_Kre4bdkgRwbW9_nyat2U,"HWG2+7R London, United Kingdom",N4 1DT,2022-06-15T19:26:09.044Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z/data=!3m1!4b1?hl=en",,,"Arena Shopping Park, Homebase London Haringey Haringey, Green Lanes",,FALSE,Amazon Hub Locker - vinny,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+vinny/@51.5757,-0.097886,17z/data=!3m1!4b1!4m5!3m4!1s0x48761beeadca5f0d:0x65b79a7cfebdb5c1!8m2!3d51.5757!4d-0.097886?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=a28d6b5f-3c4d-4f47-8d95-00165cbb701d&ref_=hubm_gb_gm_lkr_a28d6b5f-3c4d-4f47-8d95-00165cbb701d
"Askew Road Library, 87 89 Askew Rd, London W12 9AS, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.15E+19,London,GB,FALSE,,51.503586,-0.243255,"Askew Road Library, 87 89 Askew Rd",FALSE,,ChIJhd7hzzEOdkgRof7fQG5BXp8,"GQ34+CM London, United Kingdom",W12 9AS,2022-06-15T19:26:13.161Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z?hl=en",,,"Askew Road Library, 87 89 Askew Rd",,FALSE,Amazon Hub Locker - Goblet,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Goblet/@51.503586,-0.243255,17z/data=!3m1!4b1!4m5!3m4!1s0x48760e31cfe1de85:0x9f5e416e40dffea1!8m2!3d51.503586!4d-0.243255?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=2731901&ref_=hubm_gb_gm_lkr_2731901
"Shell Acton Park Service Station, 213-217 The Vale, London W3 7QS, United Kingdom",Shipping and mailing service,Shipping and mailing service,7.10E+18,London,GB,FALSE,,51.506405,-0.26006,"Shell Acton Park Service Station, 213-217 The Vale",FALSE,,ChIJ5ZgVodIPdkgR_I_KQ-vmeWI,"GP4Q+HX London, United Kingdom",W3 7QS,2022-06-15T19:26:16.244Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z?hl=en",,,"Shell Acton Park Service Station, 213-217 The Vale",,FALSE,Amazon Hub Locker - Charli,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Charli/@51.506405,-0.26006,17z/data=!3m1!4b1!4m5!3m4!1s0x48760fd2a11598e5:0x6279e6eb43ca8ffc!8m2!3d51.506405!4d-0.26006?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=35324342&ref_=hubm_gb_gm_lkr_35324342
"120 Leigham Ct Rd, London SW16 2RW, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.41E+19,London,GB,FALSE,,51.43282,-0.11732,120 Leigham Ct Rd,FALSE,+44 330 335 0950,ChIJ65XJOwYFdkgR9zYXzADwPcQ,"CVMM+43 London, United Kingdom",SW16 2RW,2022-06-15T19:26:15.945Z,"https://www.google.com/maps/search/InPost+locker+in+london/@51.5061712,-0.2324816,12z?hl=en",,,120 Leigham Ct Rd,,FALSE,InPost Locker - Esso Leigham Court Road,,"https://www.google.com/maps/place/InPost+Locker+-+Esso+Leigham+Court+Road/@51.43282,-0.11732,17z/data=!3m1!4b1!4m5!3m4!1s0x487605063bc995eb:0xc43df000cc1736f7!8m2!3d51.43282!4d-0.11732?hl=en",https://www.inpost.co.uk/
"243 Esso Streatham Service Station, Sternhold Ave SW2 4PB, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.19E+18,London,GB,FALSE,,51.43904,-0.12957,"243 Esso Streatham Service Station, Sternhold Ave",FALSE,,ChIJDyHIcrwFdkgR9Y1wratohBA,"CVQC+J5 London, United Kingdom",SW2 4PB,2022-06-15T19:26:26.044Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z?hl=en",,,"243 Esso Streatham Service Station, Sternhold Ave",,FALSE,Amazon Hub Locker - dino,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+dino/@51.43904,-0.12957,17z/data=!3m1!4b1!4m5!3m4!1s0x487605bc72c8210f:0x108468abad708df5!8m2!3d51.43904!4d-0.12957?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=29366852&ref_=hubm_gb_gm_lkr_29366852
"LSBSU, 103 Borough Rd, London SE1 0AA, United Kingdom",Shipping and mailing service,Shipping and mailing service,4.93E+18,London,GB,FALSE,,51.498611,-0.101733,"LSBSU, 103 Borough Rd",FALSE,,ChIJWf6noVsFdkgRctQsbh3dYkQ,"FVXX+C8 London, United Kingdom",SE1 0AA,2022-06-15T19:26:31.346Z,"https://www.google.com/maps/search/amazon+locker+in+london/@51.5059575,-0.2321382,12z?hl=en",,,"LSBSU, 103 Borough Rd",,FALSE,Amazon Hub Locker - miami,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+miami/@51.498611,-0.101733,17z/data=!3m1!4b1!4m5!3m4!1s0x4876055ba1a7fe59:0x4462dd1d6e2cd472!8m2!3d51.498611!4d-0.101733?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=3e763686-290f-4714-ac41-aa0b53792d6c&ref_=hubm_gb_gm_lkr_3e763686-290f-4714-ac41-aa0b53792d6c
"Esso, Links Way, Eden Park, Beckenham BR3 3DG, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.62E+19,Beckenham,GB,FALSE,,51.388977,-0.025685,"Esso, Links Way",FALSE,,ChIJtwFH5wEBdkgRtB7iU3VZvuA,"9XQF+HP Beckenham, United Kingdom",BR3 3DG,2022-06-15T19:26:32.038Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,"Esso, Links Way",,FALSE,Amazon Hub Locker - wood,5,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+wood/@51.388977,-0.025685,17z/data=!3m1!4b1!4m5!3m4!1s0x48760101e74701b7:0xe0be597553e21eb4!8m2!3d51.388977!4d-0.025685?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=3089361&ref_=hubm_gb_gm_lkr_3089361
"1 Tudor Rd, Harrow HA3 5PQ, United Kingdom",Convenience store,Convenience store,8.31E+18,Harrow,GB,FALSE,,51.5976361,-0.3440232,1 Tudor Rd,FALSE,+44 7517 026673,ChIJm66g13wTdkgRuERcXFAiVXM,"HMX4+39 Harrow, United Kingdom",HA3 5PQ,2022-06-15T19:26:32.541Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,1 Tudor Rd,,FALSE,Lucky Convenience Store,5,"https://www.google.com/maps/place/Lucky+Convenience+Store/@51.5976361,-0.3440232,17z/data=!3m1!4b1!4m5!3m4!1s0x4876137cd7a0ae9b:0x735522505c5c44b8!8m2!3d51.5976372!4d-0.3440194?hl=en",
"Unit 18 The Lagger, Chalfont Saint Giles HP8 4DG, United Kingdom",Package locker,Package locker,4.59E+18,Chalfont Saint Giles,GB,FALSE,,51.628739,-0.5772067,Unit 18 The Lagger,FALSE,+44 1753 668550,ChIJf6v-KfBndkgRBEPI4BkQuj8,"JCHF+F4 Chalfont Saint Giles, United Kingdom",HP8 4DG,2022-06-15T19:26:32.847Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,Unit 18 The Lagger,,FALSE,My Parcel Box,,"https://www.google.com/maps/place/My+Parcel+Box/@51.628739,-0.5772067,17z/data=!3m1!4b1!4m5!3m4!1s0x487667f029feab7f:0x3fba1019e0c84304!8m2!3d51.628739!4d-0.5772067?hl=en",
"Morrisons Camberwell, Butterfly Walk, Camberwell SE5 8RW, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.78E+19,Camberwell,GB,FALSE,,51.472797,-0.091675,"Morrisons Camberwell, Butterfly Walk",FALSE,,ChIJHbnJJ4ADdkgRALyiVmzFTvc,"FWF5+48 London, United Kingdom",SE5 8RW,2022-06-15T19:26:37.040Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,"Morrisons Camberwell, Butterfly Walk",,FALSE,Amazon Hub Locker - Jive,4.2,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Jive/@51.472797,-0.091675,17z/data=!3m1!4b1!4m5!3m4!1s0x4876038027c9b91d:0xf74ec56c56a2bc00!8m2!3d51.472797!4d-0.091675?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=2727261&ref_=hubm_gb_gm_lkr_2727261
"Station Rd, Belvedere DA17 6JJ, United Kingdom",Package locker,Package locker,4.03E+18,Belvedere,GB,FALSE,,51.4920306,0.1521543,Station Rd,FALSE,,ChIJo3ZG9luv2EcRQxuF_8yY6Tc,"F5R2+RV Belvedere, United Kingdom",DA17 6JJ,2022-06-15T19:26:45.541Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,Station Rd,,FALSE,Hermes InPost Locker,5,"https://www.google.com/maps/place/Hermes+InPost+Locker/@51.4920306,0.1521543,17z/data=!3m1!4b1!4m5!3m4!1s0x47d8af5bf64676a3:0x37e998ccff851b43!8m2!3d51.4920306!4d0.1521543?hl=en",
"46-48 Warwick Way, Pimlico, London SW1V 1RY, United Kingdom",Courier service,Courier service,9.11E+17,London,GB,FALSE,,51.4918706,-0.1407168,46-48 Warwick Way,FALSE,+44 330 808 5456,ChIJcXf2Ub8FdkgR29dUlmu0pQw,"FVR5+PP London, United Kingdom",SW1V 1RY,2022-06-15T19:26:43.944Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,46-48 Warwick Way,,FALSE,Evri ParcelShop,2.8,"https://www.google.com/maps/place/Evri+ParcelShop/@51.4918706,-0.1407168,17z/data=!3m1!4b1!4m5!3m4!1s0x487605bf51f67771:0xca5b46b9654d7db!8m2!3d51.4919028!4d-0.1407401?hl=en",https://www.evri.com/?utm_source=google&utm_medium=organic-local&utm_campaign=City%20Of%20Westminster&utm_content=S08006
"St Georges's Centre St Ann's Road HA1 1HS, United Kingdom",Shipping and mailing service,Shipping and mailing service,7.68E+18,Harrow,GB,FALSE,St George's Shopping Centre,51.581446,-0.338846,St Georges's Centre St Ann's Road,FALSE,,ChIJYcZ5tnMTdkgRLgcHUR21pWo,"HMJ6+HF Harrow, United Kingdom",HA1 1HS,2022-06-15T19:26:51.145Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,St Georges's Centre St Ann's Road,,FALSE,Amazon Hub Locker - Glitter,4,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Glitter/@51.581446,-0.338846,17z/data=!3m1!4b1!4m5!3m4!1s0x48761373b679c661:0x6aa5b51d5107072e!8m2!3d51.581446!4d-0.338846?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=2157831&ref_=hubm_gb_gm_lkr_2157831
"430 Strand, London WC2R 0QN, United Kingdom",Courier service,Courier service,6.88E+18,London,GB,FALSE,,51.509347,-0.1244937,430 Strand,FALSE,+44 844 248 0844,ChIJmRb1o84EdkgRjR8qDPo0aV8,"GV5G+P6 London, United Kingdom",WC2R 0QN,2022-06-15T19:26:57.646Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,430 Strand,,FALSE,DHL Express Service Point (Ryman The Strand),3.8,"https://www.google.com/maps/place/DHL+Express+Service+Point+(Ryman+The+Strand)/@51.509347,-0.1244937,17z/data=!3m1!4b1!4m5!3m4!1s0x487604cea3f51699:0x5f6934fa0c2a1f8d!8m2!3d51.509347!4d-0.1244937?hl=en",https://parcel.dhl.co.uk/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb&y_source=1_Mzg2NjUxMzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Unit 6, Colindale Retail Park, Edgware Rd, Matalan NW9 6TD, United Kingdom",Shipping and mailing service,Shipping and mailing service,7.11E+18,Matalan,GB,FALSE,,51.590459,-0.256472,"Unit 6, Colindale Retail Park, Edgware Rd",FALSE,,ChIJK5OF4PMRdkgRI1bXyE4tr2I,"HPRV+5C London, United Kingdom",NW9 6TD,2022-06-15T19:26:59.052Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,"Unit 6, Colindale Retail Park, Edgware Rd",,FALSE,Amazon Hub Locker - jacek,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+jacek/@51.590459,-0.256472,17z/data=!3m1!4b1!4m5!3m4!1s0x487611f3e085932b:0x62af2d4ec8d75623!8m2!3d51.590459!4d-0.256472?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=13941582&ref_=hubm_gb_gm_lkr_13941582
"Centrale Shopping Centre, 21 N End, Croydon CR0 1TY, United Kingdom",Shipping and mailing service,Shipping and mailing service,4.70E+18,Croydon,GB,FALSE,Whitgift Centre,51.375919,-0.102063,"Centrale Shopping Centre, 21 N End",FALSE,,ChIJyxL2qjEHdkgRJyBgRHsqOUE,"9VGX+95 Croydon, United Kingdom",CR0 1TY,2022-06-15T19:27:01.349Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,"Centrale Shopping Centre, 21 N End",,FALSE,Amazon Hub Locker - Alma,5,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+Alma/@51.375919,-0.102063,17z/data=!3m1!4b1!4m5!3m4!1s0x48760731aaf612cb:0x41392a7b44602027!8m2!3d51.375919!4d-0.102063?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=713261&ref_=hubm_gb_gm_lkr_713261
"67-73 Watford Way, London NW4 3AQ, United Kingdom",Logistics service,Logistics service,5.13E+16,London,GB,FALSE,,51.5847,-0.22989,67-73 Watford Way,FALSE,+44 330 335 0950,ChIJo6ke-tkRdkgR5i8A5WBUtgA,"HQMC+V2 London, United Kingdom",NW4 3AQ,2022-06-15T19:26:56.440Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,67-73 Watford Way,,FALSE,24/7 InPost Locker - Esso Hendon Way,,"https://www.google.com/maps/place/24%2F7+InPost+Locker+-+Esso+Hendon+Way/@51.5847,-0.22989,17z/data=!3m1!4b1!4m5!3m4!1s0x487611d9fa1ea9a3:0xb65460e5002fe6!8m2!3d51.5847!4d-0.22989?hl=en",https://www.inpost.co.uk/
"Station Yard, Waterhouse Ln, Kingswood, Banstead, London KT20 6EN, United Kingdom",Logistics service,Logistics service,1.74E+19,London,GB,FALSE,,51.29472,-0.21122,"Station Yard, Waterhouse Ln",FALSE,+44 330 335 0950,ChIJXQAStOPjdUgR0OknPAUCO_E,"7QVQ+VG Tadworth, United Kingdom",KT20 6EN,2022-06-15T19:27:02.240Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,"Station Yard, Waterhouse Ln",,FALSE,24/7 InPost Locker - Kingswood Station,,"https://www.google.com/maps/place/24%2F7+InPost+Locker+-+Kingswood+Station/@51.29472,-0.21122,17z/data=!3m1!4b1!4m5!3m4!1s0x4875e3e3b412005d:0xf13b02053c27e9d0!8m2!3d51.29472!4d-0.21122?hl=en",https://www.inpost.co.uk/
"110 Blackhorse Ln, London E17 6AA, United Kingdom",Logistics service,Logistics service,1.80E+19,London,GB,FALSE,,51.59013,-0.05826,110 Blackhorse Ln,FALSE,+44 330 335 0950,ChIJj78LO-oddkgRrv1zEQrc2vk,"HWRR+3M London, United Kingdom",E17 6AA,2022-06-15T19:27:10.141Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,110 Blackhorse Ln,,FALSE,24/7 InPost Locker - Jet Highams Lodge,,"https://www.google.com/maps/place/24%2F7+InPost+Locker+-+Jet+Highams+Lodge/@51.59013,-0.05826,17z/data=!3m1!4b1!4m5!3m4!1s0x48761dea3b0bbf8f:0xf9dadc0a1173fdae!8m2!3d51.59013!4d-0.05826?hl=en",https://www.inpost.co.uk/
"1182, Esso Whetstone Service Station, 1202 High Rd N20 0LH, United Kingdom",Shipping and mailing service,Shipping and mailing service,1.44E+19,London,GB,FALSE,,51.628111,-0.174344,"1182, Esso Whetstone Service Station, 1202 High Rd",FALSE,,ChIJYx4yPAoZdkgRI8jmFHz8Msg,"JRHG+67 London, United Kingdom",N20 0LH,2022-06-15T19:27:18.655Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,"1182, Esso Whetstone Service Station, 1202 High Rd",,FALSE,Amazon Hub Locker - zaylee,,"https://www.google.com/maps/place/Amazon+Hub+Locker+-+zaylee/@51.628111,-0.174344,17z/data=!3m1!4b1!4m5!3m4!1s0x4876190a3c321e63:0xc832fc7c14e6c823!8m2!3d51.628111!4d-0.174344?hl=en",https://www.amazon.co.uk/ulp/add-ap-to-address-book?countryCode=GB&accessPointId=32870602&ref_=hubm_gb_gm_lkr_32870602
"Victoria Rd, Horley RH6 7NL, United Kingdom",Shipping and mailing service,Shipping and mailing service,4.26E+18,Horley,GB,FALSE,,51.16876,-0.16106,Victoria Rd,FALSE,+44 330 335 0950,ChIJ5f0vXe3xdUgR_U7giaQHHjs,"5R9Q+GH Horley, United Kingdom",RH6 7NL,2022-06-15T19:27:15.351Z,"https://www.google.com/maps/search/parcel+locker+in+london/@51.4334992,-0.3407472,10z?hl=en",,,Victoria Rd,,FALSE,InPost Locker - Horley Station,,"https://www.google.com/maps/place/InPost+Locker+-+Horley+Station/@51.16876,-0.16106,17z/data=!3m1!4b1!4m5!3m4!1s0x4875f1ed5d2ffde5:0x3b1e07a489e04efd!8m2!3d51.16876!4d-0.16106?hl=en",https://www.inpost.co.uk/
